longitude, Latitude ,population,travelTime
0.219583,11.1646, 0, 0
0.23625,11.1646, 0, 0
0.252917,11.1646, 0, 0
0.269583,11.1646, 0, 0
0.28625,11.1646, 0, 0
0.302917,11.1646, 0, 0
0.319583,11.1646, 0, 0
0.33625,11.1646, 0, 0
0.352917,11.1646, 0, 0
0.369583,11.1646, 0, 0
0.38625,11.1646, 0, 0
0.402917,11.1646, 0, 0
0.419583,11.1646, 0, 0
0.43625,11.1646, 0, 0
0.452917,11.1646, 0, 0
0.469583,11.1646, 0, 0
0.48625,11.1646, 0, 0
0.502917,11.1646, 0, 0
0.519583,11.1646, 0, 0
0.53625,11.1646, 0, 0
0.552917,11.1646, 0, 0
0.569583,11.1646, 0, 0
0.58625,11.1646, 0, 0
0.602917,11.1646, 0, 0
0.619583,11.1646, 0, 0
0.63625,11.1646, 0, 0
0.652917,11.1646, 0, 0
0.669583,11.1646, 0, 0
0.68625,11.1646, 0, 0
0.702917,11.1646, 0, 0
0.719583,11.1646, 0, 0
0.73625,11.1646, 0, 0
0.752917,11.1646, 0, 0
0.769583,11.1646, 0, 0
0.78625,11.1646, 0, 0
0.802917,11.1646, 0, 0
0.819583,11.1646, 0, 0
0.83625,11.1646, 0, 0
0.852917,11.1646, 0, 0
0.869583,11.1646, 0, 0
0.88625,11.1646, 0, 0
0.902917,11.1646, 0, 0
0.919583,11.1646, 0, 0
0.93625,11.1646, 0, 0
0.952917,11.1646, 0, 0
0.969583,11.1646, 0, 0
0.98625,11.1646, 0, 0
1.00292,11.1646, 0, 0
1.01958,11.1646, 0, 0
1.03625,11.1646, 0, 0
1.05292,11.1646, 0, 0
1.06958,11.1646, 0, 0
1.08625,11.1646, 0, 0
1.10292,11.1646, 0, 0
1.11958,11.1646, 0, 0
1.13625,11.1646, 0, 0
1.15292,11.1646, 0, 0
1.16958,11.1646, 0, 0
1.18625,11.1646, 0, 0
-3.24708,11.1479, 0, 0
-3.23042,11.1479, 0, 0
-3.21375,11.1479, 0, 0
-3.19708,11.1479, 0, 0
-3.18042,11.1479, 0, 0
-3.16375,11.1479, 0, 0
-3.14708,11.1479, 0, 0
-3.13042,11.1479, 0, 0
-3.11375,11.1479, 0, 0
-3.09708,11.1479, 0, 0
-3.08042,11.1479, 0, 0
-3.06375,11.1479, 0, 0
-3.04708,11.1479, 0, 0
-3.03042,11.1479, 0, 0
-3.01375,11.1479, 0, 0
-2.99708,11.1479, 0, 0
-2.98042,11.1479, 0, 0
-2.96375,11.1479, 0, 0
-2.94708,11.1479, 0, 0
-2.93042,11.1479, 0, 0
-2.91375,11.1479, 0, 0
-2.89708,11.1479, 0, 0
-2.88042,11.1479, 0, 0
-2.86375,11.1479, 0, 0
-2.84708,11.1479, 0, 0
-2.83042,11.1479, 0, 0
-2.81375,11.1479, 0, 0
-2.79708,11.1479, 0, 0
-2.78042,11.1479, 0, 0
-2.76375,11.1479, 0, 0
-2.74708,11.1479, 0, 0
-2.73042,11.1479, 0, 0
-2.71375,11.1479, 0, 0
-2.69708,11.1479, 0, 0
-2.68042,11.1479, 0, 0
-2.66375,11.1479, 0, 0
-2.64708,11.1479, 0, 0
-2.63042,11.1479, 0, 0
-2.61375,11.1479, 0, 0
-2.59708,11.1479, 0, 0
-2.58042,11.1479, 0, 0
-2.56375,11.1479, 0, 0
-2.54708,11.1479, 0, 0
-2.53042,11.1479, 0, 0
-2.51375,11.1479, 0, 0
-2.49708,11.1479, 0, 0
-2.48042,11.1479, 0, 0
-2.46375,11.1479, 0, 0
-2.44708,11.1479, 0, 0
-2.43042,11.1479, 0, 0
-2.41375,11.1479, 0, 0
-2.39708,11.1479, 0, 0
-2.38042,11.1479, 0, 0
-2.36375,11.1479, 0, 0
-2.34708,11.1479, 0, 0
-2.33042,11.1479, 0, 0
-2.31375,11.1479, 0, 0
-2.29708,11.1479, 0, 0
-2.28042,11.1479, 0, 0
-2.26375,11.1479, 0, 0
-2.24708,11.1479, 0, 0
-2.23042,11.1479, 0, 0
-2.21375,11.1479, 0, 0
-2.19708,11.1479, 0, 0
-2.18042,11.1479, 0, 0
-2.16375,11.1479, 0, 0
-2.14708,11.1479, 0, 0
-2.13042,11.1479, 0, 0
-2.11375,11.1479, 0, 0
-2.09708,11.1479, 0, 0
-2.08042,11.1479, 0, 0
-2.06375,11.1479, 0, 0
-2.04708,11.1479, 0, 0
-2.03042,11.1479, 0, 0
-2.01375,11.1479, 0, 0
-1.99708,11.1479, 0, 0
-1.98042,11.1479, 0, 0
-1.96375,11.1479, 0, 0
-1.94708,11.1479, 0, 0
-1.93042,11.1479, 0, 0
-1.91375,11.1479, 0, 0
-1.89708,11.1479, 0, 0
-1.88042,11.1479, 0, 0
-1.86375,11.1479, 0, 0
-1.84708,11.1479, 0, 0
-1.83042,11.1479, 0, 0
-1.81375,11.1479, 0, 0
-1.79708,11.1479, 0, 0
-1.78042,11.1479, 0, 0
-1.76375,11.1479, 0, 0
-1.74708,11.1479, 0, 0
-1.73042,11.1479, 0, 0
-1.71375,11.1479, 0, 0
-1.69708,11.1479, 0, 0
-1.68042,11.1479, 0, 0
-1.66375,11.1479, 0, 0
-1.64708,11.1479, 0, 0
-1.63042,11.1479, 0, 0
-1.61375,11.1479, 0, 0
-1.59708,11.1479, 0, 0
-1.58042,11.1479, 0, 0
-1.56375,11.1479, 0, 0
-1.54708,11.1479, 0, 0
-1.53042,11.1479, 0, 0
-1.51375,11.1479, 0, 0
-1.49708,11.1479, 0, 0
-1.48042,11.1479, 0, 0
-1.46375,11.1479, 0, 0
-1.44708,11.1479, 0, 0
-1.43042,11.1479, 0, 0
-1.41375,11.1479, 0, 0
-1.39708,11.1479, 0, 0
-1.38042,11.1479, 0, 0
-1.36375,11.1479, 0, 0
-1.34708,11.1479, 0, 0
-1.33042,11.1479, 0, 0
-1.31375,11.1479, 0, 0
-1.29708,11.1479, 0, 0
-1.28042,11.1479, 0, 0
-1.26375,11.1479, 0, 0
-1.24708,11.1479, 0, 0
-1.23042,11.1479, 0, 0
-1.21375,11.1479, 0, 0
-1.19708,11.1479, 0, 0
-1.18042,11.1479, 0, 0
-1.16375,11.1479, 0, 0
-1.14708,11.1479, 0, 0
-1.13042,11.1479, 0, 0
-1.11375,11.1479, 0, 0
-1.09708,11.1479, 0, 0
-1.08042,11.1479, 0, 0
-1.06375,11.1479, 0, 0
-1.04708,11.1479, 0, 0
-1.03042,11.1479, 0, 0
-1.01375,11.1479, 0, 0
-0.997083,11.1479, 0, 0
-0.980417,11.1479, 0, 0
-0.96375,11.1479, 0, 0
-0.947083,11.1479, 0, 0
-0.930417,11.1479, 0, 0
-0.91375,11.1479, 0, 0
-0.897083,11.1479, 0, 0
-0.880417,11.1479, 0, 0
-0.86375,11.1479, 0, 0
-0.847083,11.1479, 0, 0
-0.830417,11.1479, 0, 0
-0.81375,11.1479, 0, 0
-0.797083,11.1479, 0, 0
-0.780417,11.1479, 0, 0
-0.76375,11.1479, 0, 0
-0.747083,11.1479, 0, 0
-0.730417,11.1479, 0, 0
-0.71375,11.1479, 0, 0
-0.697083,11.1479, 0, 0
-0.680417,11.1479, 0, 0
-0.66375,11.1479, 0, 0
-0.647083,11.1479, 0, 0
-0.630417,11.1479, 0, 0
-0.61375,11.1479, 0, 0
-0.597083,11.1479, 0, 0
-0.580417,11.1479, 0, 0
-0.56375,11.1479, 0, 0
-0.547083,11.1479, 0, 0
-0.530417,11.1479, 0, 0
-0.51375,11.1479, 0, 0
-0.497083,11.1479, 0, 0
-0.480417,11.1479, 0, 0
-0.46375,11.1479, 0, 0
-0.447083,11.1479, 0, 0
-0.430417,11.1479, 0, 0
-0.41375,11.1479, 0, 0
-0.397083,11.1479, 0, 0
-0.380417,11.1479, 0, 0
-0.36375,11.1479, 0, 0
-0.347083,11.1479, 0, 0
-0.330417,11.1479, 0, 0
-0.31375,11.1479, 0, 0
-0.297083,11.1479, 29.5107, 0
-0.280417,11.1479, 394.845, 0
-0.26375,11.1479, 425.269, 0
-0.247083,11.1479, 366.916, 0
-0.230417,11.1479, 469.473, 0
-0.21375,11.1479, 1309.4, 0
-0.197083,11.1479, 883.626, 0
-0.180417,11.1479, 253.396, 0
-0.16375,11.1479, 127.142, 0
-0.147083,11.1479, 24.8392, 0
-0.130417,11.1479, 0, 0
-0.11375,11.1479, 0, 0
-0.0970833,11.1479, 0, 0
-0.0804166,11.1479, 0, 0
-0.06375,11.1479, 0, 0
-0.0470833,11.1479, 0, 0
-0.0304167,11.1479, 0, 0
-0.01375,11.1479, 0, 0
0.00291668,11.1479, 0, 0
0.0195833,11.1479, 0, 0
0.03625,11.1479, 0, 0
0.0529167,11.1479, 0, 0
0.0695833,11.1479, 0, 0
0.08625,11.1479, 0, 0
0.102917,11.1479, 0, 0
0.119583,11.1479, 0, 0
0.13625,11.1479, 0, 0
0.152917,11.1479, 0, 0
0.169583,11.1479, 0, 0
0.18625,11.1479, 0, 0
0.202917,11.1479, 0, 0
0.219583,11.1479, 0, 0
0.23625,11.1479, 0, 0
0.252917,11.1479, 0, 0
0.269583,11.1479, 0, 0
0.28625,11.1479, 0, 0
0.302917,11.1479, 0, 0
0.319583,11.1479, 0, 0
0.33625,11.1479, 0, 0
0.352917,11.1479, 0, 0
0.369583,11.1479, 0, 0
0.38625,11.1479, 0, 0
0.402917,11.1479, 0, 0
0.419583,11.1479, 0, 0
0.43625,11.1479, 0, 0
0.452917,11.1479, 0, 0
0.469583,11.1479, 0, 0
0.48625,11.1479, 0, 0
0.502917,11.1479, 0, 0
0.519583,11.1479, 0, 0
0.53625,11.1479, 0, 0
0.552917,11.1479, 0, 0
0.569583,11.1479, 0, 0
0.58625,11.1479, 0, 0
0.602917,11.1479, 0, 0
0.619583,11.1479, 0, 0
0.63625,11.1479, 0, 0
0.652917,11.1479, 0, 0
0.669583,11.1479, 0, 0
0.68625,11.1479, 0, 0
0.702917,11.1479, 0, 0
0.719583,11.1479, 0, 0
0.73625,11.1479, 0, 0
0.752917,11.1479, 0, 0
0.769583,11.1479, 0, 0
0.78625,11.1479, 0, 0
0.802917,11.1479, 0, 0
0.819583,11.1479, 0, 0
0.83625,11.1479, 0, 0
0.852917,11.1479, 0, 0
0.869583,11.1479, 0, 0
0.88625,11.1479, 0, 0
0.902917,11.1479, 0, 0
0.919583,11.1479, 0, 0
0.93625,11.1479, 0, 0
0.952917,11.1479, 0, 0
0.969583,11.1479, 0, 0
0.98625,11.1479, 0, 0
1.00292,11.1479, 0, 0
1.01958,11.1479, 0, 0
1.03625,11.1479, 0, 0
1.05292,11.1479, 0, 0
1.06958,11.1479, 0, 0
1.08625,11.1479, 0, 0
1.10292,11.1479, 0, 0
1.11958,11.1479, 0, 0
1.13625,11.1479, 0, 0
1.15292,11.1479, 0, 0
1.16958,11.1479, 0, 0
1.18625,11.1479, 0, 0
-3.24708,11.1313, 0, 0
-3.23042,11.1313, 0, 0
-3.21375,11.1313, 0, 0
-3.19708,11.1313, 0, 0
-3.18042,11.1313, 0, 0
-3.16375,11.1313, 0, 0
-3.14708,11.1313, 0, 0
-3.13042,11.1313, 0, 0
-3.11375,11.1313, 0, 0
-3.09708,11.1313, 0, 0
-3.08042,11.1313, 0, 0
-3.06375,11.1313, 0, 0
-3.04708,11.1313, 0, 0
-3.03042,11.1313, 0, 0
-3.01375,11.1313, 0, 0
-2.99708,11.1313, 0, 0
-2.98042,11.1313, 0, 0
-2.96375,11.1313, 0, 0
-2.94708,11.1313, 0, 0
-2.93042,11.1313, 0, 0
-2.91375,11.1313, 0, 0
-2.89708,11.1313, 0, 0
-2.88042,11.1313, 0, 0
-2.86375,11.1313, 0, 0
-2.84708,11.1313, 0, 0
-2.83042,11.1313, 0, 0
-2.81375,11.1313, 0, 0
-2.79708,11.1313, 0, 0
-2.78042,11.1313, 0, 0
-2.76375,11.1313, 0, 0
-2.74708,11.1313, 0, 0
-2.73042,11.1313, 0, 0
-2.71375,11.1313, 0, 0
-2.69708,11.1313, 0, 0
-2.68042,11.1313, 0, 0
-2.66375,11.1313, 0, 0
-2.64708,11.1313, 0, 0
-2.63042,11.1313, 0, 0
-2.61375,11.1313, 0, 0
-2.59708,11.1313, 0, 0
-2.58042,11.1313, 0, 0
-2.56375,11.1313, 0, 0
-2.54708,11.1313, 0, 0
-2.53042,11.1313, 0, 0
-2.51375,11.1313, 0, 0
-2.49708,11.1313, 0, 0
-2.48042,11.1313, 0, 0
-2.46375,11.1313, 0, 0
-2.44708,11.1313, 0, 0
-2.43042,11.1313, 0, 0
-2.41375,11.1313, 0, 0
-2.39708,11.1313, 0, 0
-2.38042,11.1313, 0, 0
-2.36375,11.1313, 0, 0
-2.34708,11.1313, 0, 0
-2.33042,11.1313, 0, 0
-2.31375,11.1313, 0, 0
-2.29708,11.1313, 0, 0
-2.28042,11.1313, 0, 0
-2.26375,11.1313, 0, 0
-2.24708,11.1313, 0, 0
-2.23042,11.1313, 0, 0
-2.21375,11.1313, 0, 0
-2.19708,11.1313, 0, 0
-2.18042,11.1313, 0, 0
-2.16375,11.1313, 0, 0
-2.14708,11.1313, 0, 0
-2.13042,11.1313, 0, 0
-2.11375,11.1313, 0, 0
-2.09708,11.1313, 0, 0
-2.08042,11.1313, 0, 0
-2.06375,11.1313, 0, 0
-2.04708,11.1313, 0, 0
-2.03042,11.1313, 0, 0
-2.01375,11.1313, 0, 0
-1.99708,11.1313, 0, 0
-1.98042,11.1313, 0, 0
-1.96375,11.1313, 0, 0
-1.94708,11.1313, 0, 0
-1.93042,11.1313, 0, 0
-1.91375,11.1313, 0, 0
-1.89708,11.1313, 0, 0
-1.88042,11.1313, 0, 0
-1.86375,11.1313, 0, 0
-1.84708,11.1313, 0, 0
-1.83042,11.1313, 0, 0
-1.81375,11.1313, 0, 0
-1.79708,11.1313, 0, 0
-1.78042,11.1313, 0, 0
-1.76375,11.1313, 0, 0
-1.74708,11.1313, 0, 0
-1.73042,11.1313, 0, 0
-1.71375,11.1313, 0, 0
-1.69708,11.1313, 0, 0
-1.68042,11.1313, 0, 0
-1.66375,11.1313, 0, 0
-1.64708,11.1313, 0, 0
-1.63042,11.1313, 0, 0
-1.61375,11.1313, 0, 0
-1.59708,11.1313, 0, 0
-1.58042,11.1313, 0, 0
-1.56375,11.1313, 0, 0
-1.54708,11.1313, 0, 0
-1.53042,11.1313, 0, 0
-1.51375,11.1313, 0, 0
-1.49708,11.1313, 0, 0
-1.48042,11.1313, 0, 0
-1.46375,11.1313, 0, 0
-1.44708,11.1313, 0, 0
-1.43042,11.1313, 0, 0
-1.41375,11.1313, 0, 0
-1.39708,11.1313, 0, 0
-1.38042,11.1313, 0, 0
-1.36375,11.1313, 0, 0
-1.34708,11.1313, 0, 0
-1.33042,11.1313, 0, 0
-1.31375,11.1313, 0, 0
-1.29708,11.1313, 0, 0
-1.28042,11.1313, 0, 0
-1.26375,11.1313, 0, 0
-1.24708,11.1313, 0, 0
-1.23042,11.1313, 0, 0
-1.21375,11.1313, 0, 0
-1.19708,11.1313, 0, 0
-1.18042,11.1313, 0, 0
-1.16375,11.1313, 0, 0
-1.14708,11.1313, 0, 0
-1.13042,11.1313, 0, 0
-1.11375,11.1313, 0, 0
-1.09708,11.1313, 0, 0
-1.08042,11.1313, 0, 0
-1.06375,11.1313, 0, 0
-1.04708,11.1313, 0, 0
-1.03042,11.1313, 0, 0
-1.01375,11.1313, 0, 0
-0.997083,11.1313, 0, 0
-0.980417,11.1313, 0, 0
-0.96375,11.1313, 0, 0
-0.947083,11.1313, 0, 0
-0.930417,11.1313, 0, 0
-0.91375,11.1313, 0, 0
-0.897083,11.1313, 0, 0
-0.880417,11.1313, 0, 0
-0.86375,11.1313, 0, 0
-0.847083,11.1313, 0, 0
-0.830417,11.1313, 0, 0
-0.81375,11.1313, 0, 0
-0.797083,11.1313, 0, 0
-0.780417,11.1313, 0, 0
-0.76375,11.1313, 0, 0
-0.747083,11.1313, 0, 0
-0.730417,11.1313, 0, 0
-0.71375,11.1313, 0, 0
-0.697083,11.1313, 0, 0
-0.680417,11.1313, 0, 0
-0.66375,11.1313, 0, 0
-0.647083,11.1313, 0, 0
-0.630417,11.1313, 0, 0
-0.61375,11.1313, 0, 0
-0.597083,11.1313, 0, 0
-0.580417,11.1313, 0, 0
-0.56375,11.1313, 0, 0
-0.547083,11.1313, 0, 0
-0.530417,11.1313, 0, 0
-0.51375,11.1313, 0, 0
-0.497083,11.1313, 0, 0
-0.480417,11.1313, 0, 0
-0.46375,11.1313, 0, 0
-0.447083,11.1313, 0, 0
-0.430417,11.1313, 0, 0
-0.41375,11.1313, 0, 0
-0.397083,11.1313, 0, 0
-0.380417,11.1313, 0, 0
-0.36375,11.1313, 0, 0
-0.347083,11.1313, 0, 0
-0.330417,11.1313, 0, 0
-0.31375,11.1313, 0, 0
-0.297083,11.1313, 0, 0
-0.280417,11.1313, 224.014, 0
-0.26375,11.1313, 575.008, 0
-0.247083,11.1313, 420.212, 0
-0.230417,11.1313, 440.443, 0
-0.21375,11.1313, 549.649, 0
-0.197083,11.1313, 548.367, 0
-0.180417,11.1313, 436.014, 0
-0.16375,11.1313, 453.93, 0
-0.147083,11.1313, 371.537, 0
-0.130417,11.1313, 0, 0
-0.11375,11.1313, 0, 0
-0.0970833,11.1313, 0, 0
-0.0804166,11.1313, 0, 0
-0.06375,11.1313, 0, 0
-0.0470833,11.1313, 0, 0
-0.0304167,11.1313, 0, 0
-0.01375,11.1313, 0, 0
0.00291668,11.1313, 0, 0
0.0195833,11.1313, 0, 0
0.03625,11.1313, 0, 0
0.0529167,11.1313, 0, 0
0.0695833,11.1313, 0, 0
0.08625,11.1313, 0, 0
0.102917,11.1313, 0, 0
0.119583,11.1313, 0, 0
0.13625,11.1313, 0, 0
0.152917,11.1313, 0, 0
0.169583,11.1313, 0, 0
0.18625,11.1313, 0, 0
0.202917,11.1313, 0, 0
0.219583,11.1313, 0, 0
0.23625,11.1313, 0, 0
0.252917,11.1313, 0, 0
0.269583,11.1313, 0, 0
0.28625,11.1313, 0, 0
0.302917,11.1313, 0, 0
0.319583,11.1313, 0, 0
0.33625,11.1313, 0, 0
0.352917,11.1313, 0, 0
0.369583,11.1313, 0, 0
0.38625,11.1313, 0, 0
0.402917,11.1313, 0, 0
0.419583,11.1313, 0, 0
0.43625,11.1313, 0, 0
0.452917,11.1313, 0, 0
0.469583,11.1313, 0, 0
0.48625,11.1313, 0, 0
0.502917,11.1313, 0, 0
0.519583,11.1313, 0, 0
0.53625,11.1313, 0, 0
0.552917,11.1313, 0, 0
0.569583,11.1313, 0, 0
0.58625,11.1313, 0, 0
0.602917,11.1313, 0, 0
0.619583,11.1313, 0, 0
0.63625,11.1313, 0, 0
0.652917,11.1313, 0, 0
0.669583,11.1313, 0, 0
0.68625,11.1313, 0, 0
0.702917,11.1313, 0, 0
0.719583,11.1313, 0, 0
0.73625,11.1313, 0, 0
0.752917,11.1313, 0, 0
0.769583,11.1313, 0, 0
0.78625,11.1313, 0, 0
0.802917,11.1313, 0, 0
0.819583,11.1313, 0, 0
0.83625,11.1313, 0, 0
0.852917,11.1313, 0, 0
0.869583,11.1313, 0, 0
0.88625,11.1313, 0, 0
0.902917,11.1313, 0, 0
0.919583,11.1313, 0, 0
0.93625,11.1313, 0, 0
0.952917,11.1313, 0, 0
0.969583,11.1313, 0, 0
0.98625,11.1313, 0, 0
1.00292,11.1313, 0, 0
1.01958,11.1313, 0, 0
1.03625,11.1313, 0, 0
1.05292,11.1313, 0, 0
1.06958,11.1313, 0, 0
1.08625,11.1313, 0, 0
1.10292,11.1313, 0, 0
1.11958,11.1313, 0, 0
1.13625,11.1313, 0, 0
1.15292,11.1313, 0, 0
1.16958,11.1313, 0, 0
1.18625,11.1313, 0, 0
-3.24708,11.1146, 0, 0
-3.23042,11.1146, 0, 0
-3.21375,11.1146, 0, 0
-3.19708,11.1146, 0, 0
-3.18042,11.1146, 0, 0
-3.16375,11.1146, 0, 0
-3.14708,11.1146, 0, 0
-3.13042,11.1146, 0, 0
-3.11375,11.1146, 0, 0
-3.09708,11.1146, 0, 0
-3.08042,11.1146, 0, 0
-3.06375,11.1146, 0, 0
-3.04708,11.1146, 0, 0
-3.03042,11.1146, 0, 0
-3.01375,11.1146, 0, 0
-2.99708,11.1146, 0, 0
-2.98042,11.1146, 0, 0
-2.96375,11.1146, 0, 0
-2.94708,11.1146, 0, 0
-2.93042,11.1146, 0, 0
-2.91375,11.1146, 0, 0
-2.89708,11.1146, 0, 0
-2.88042,11.1146, 0, 0
-2.86375,11.1146, 0, 0
-2.84708,11.1146, 0, 0
-2.83042,11.1146, 0, 0
-2.81375,11.1146, 0, 0
